user_id,year_of_birth,gender,region,living_standards_measure,highest_education,employment,internet_access,cable_tv_subscription,survey_completion,survey_participation_consent,bank_account,bank,last_interaction_with_bank,likelihood_to_recommend,comment_on_why,themes,start_time(GMT),time_of_last_update(GMT)
2289804,1995,Male,nairobi,13 to 17,Completed University,Other/Unemployed,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:05.9,00:11.2
2293723,1989,Female,riftvalley,9 to 12,Completed College,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.3,00:07.4
2297270,1997,Female,riftvalley,9 to 12,Completed Secondary,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,2,I like because its help by saving money,,00:03.3,15:18.6
2274435,1993,Male,riftvalley,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,8,It is safe,security,00:03.3,12:22.0
2273450,1992,Male,central,13 to 17,Completed College,Farm owner,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.3,00:07.5
2274632,1992,Male,nairobi,1 to 4,Completed Secondary,Other/Unemployed,No,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,1,It is one of the best banks and mostly available every where in Kenya..,,00:03.3,29:57.6
2281577,1994,Male,nyanza,NA,NA,Skilled worker,Yes,NA,FINISHED,YES,Yes,Co-operative,ATM,7,Inconveniency during maintenance,,00:03.4,02:06.7
2272874,1994,Male,nairobi,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Equity,ATM,7,Some ot the atm machines do not dispense low denomination notes,"atm,system",00:03.4,42:04.8
2304863,1992,Male,riftvalley,9 to 12,Some University,Student,No,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.6,00:07.5
2303205,1995,Male,nairobi,9 to 12,Completed University,Street or Market Seller,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,7,Very efficient and customer friendly,"service,speed/efficiency,staff",00:03.7,11:28.8
2283950,1986,Male,western,NA,NA,Other/Unemployed,Yes,NA,OPTOUT,NO,-,-,-,-,-,,00:03.7,00:00.0
2270336,1987,Male,nairobi,13 to 17,Completed College,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Equity,Teller or Branch transactions,2,Convenient,accessibility,00:03.8,23:09.6
2264661,1991,Male,central,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,YES,-,-,-,-,-,,00:03.8,00:07.5
2273859,1994,Female,riftvalley,9 to 12,Some University,Student,Yes,Yes,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,9,Efficiency,speed/efficiency,00:04.1,43:00.4
2285668,1996,Female,nairobi,5 to 8,Completed College,Student,Yes,No,FINISHED,YES,Yes,Other,ATM,9,Its more efficient and cheaper,speed/efficiency,00:04.2,11:38.8
2274367,1998,Male,eastern,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,6,Services offered are good,service,00:04.2,12:21.0
2265051,1994,Female,riftvalley,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Equity,ATM,9,Good,,00:04.4,20:25.4
2300144,1994,Male,riftvalley,5 to 8,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,ATM,10,Fast services.Customer care services at standard delivery,"service,speed/efficiency",00:04.4,11:49.1
2270208,1974,Male,nairobi,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:04.5,00:06.8
2254423,1996,Male,nairobi,13 to 17,Completed College,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Equity,ATM,9,Theu upgraded their ATM to modern equipment which are faster and efficient,"atm,speed/efficiency",00:04.5,12:17.8
2280426,1993,Female,central,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,ATM,8,There are many branches so it''s easier to access but all the ATMs don''t work so u have to queue,"accessibility,atm,facilities",00:03.6,15:13.7
2289721,1990,Male,central,9 to 12,Completed Secondary,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,1,There Service are good,service,00:03.6,10:00.1
2274641,1991,Male,riftvalley,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,YES,-,-,-,-,-,,00:03.6,00:07.9
2279221,1995,Male,riftvalley,9 to 12,Completed Uni,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.9,00:07.6
2289698,1988,Female,nyanza,5 to 8,Completed Secondary,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,10,It have a good service,service,00:04.0,03:30.0
2265638,1992,Female,riftvalley,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,10,They give quality services to their customers,service,00:04.0,08:48.1
2292666,1994,Female,nyanza,9 to 12,NA,NA,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:04.2,00:07.9
2274250,1988,Female,nyanza,NA,NA,Other/Unemployed,NA,NA,OPTOUT,NO,-,-,-,-,-,,00:04.2,00:00.0
2268119,1990,Male,riftvalley,NA,NA,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Other,Bank agent/ agency banking,7,Their branches or agents are not at local centres,"facilities,staff",00:04.3,55:10.5
2267870,1995,Male,central,9 to 12,Some University,Student,No,No,FINISHED,YES,Yes,Co-operative,ATM,9,Jusst,,00:04.3,18:33.5
2278777,1990,Male,riftvalley,5 to 8,In Uni,Student,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,8,Accessible,accessibility,00:04.5,23:21.5
2280015,1994,Female,riftvalley,NA,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,8,Good service but sometimes slow,"service,speed/efficiency",00:04.6,04:02.9
814071,1974,Female,nairobi,13 to 17,Completed PostGrad,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Standard Chartered,Mobile banking,10,Exemplary service,service,00:04.6,13:54.9
2276846,1993,Male,nairobi,NA,NA,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Other,Teller or Branch transactions,8,Tellers are few in numbers which it makes customers wait for long,"service,staff",00:04.6,06:08.7
2264445,1990,Female,riftvalley,9 to 12,Completed Primary,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,00:04.6,03:58.5
2275850,1993,Female,central,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,8,It has a variety of packages,,00:04.7,55:16.4
1577370,1994,Male,nairobi,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,5,Customer service,service,00:04.8,08:17.7
2281788,1993,Female,riftvalley,5 to 8,Completed Primary,Other/Unemployed,Yes,No,TIMEDOUT,YES,Yes,KCB,Mobile banking,-,-,,00:05.2,00:03.7
2302896,1973,Female,western,5 to 8,Completed Secondary,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:05.2,00:03.7
2274658,1991,Female,nairobi,9 to 12,Some University,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:05.2,00:03.8
2289744,1984,Male,coast,9 to 12,Completed Secondary,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:05.2,00:03.6
2292242,1993,Female,riftvalley,9 to 12,Completed University,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,00:05.5,04:14.3
2272838,1998,Female,eastern,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,8,it is very convenient and fast for me,"accessibility,speed/efficiency",00:05.6,55:51.1
2302751,1997,Female,western,13 to 17,In Uni,Student,Yes,Yes,FINISHED,YES,Yes,Co-operative,Mobile banking,8,Nice services,"security,service",00:05.6,24:02.9
2293774,1990,Male,nairobi,13 to 17,Completed University,Own Business,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:05.6,00:04.0
2270248,1968,Female,central,NA,NA,NA,NA,NA,TIMEDOUT,YES,Yes,NIC,Customer service desk/ enquiries,-,-,,00:05.6,00:03.9
2272990,1995,Female,nyanza,1 to 4,Some Primary,Student,Yes,No,FINISHED,YES,Yes,National Bank,Customer service desk/ enquiries,10,They give good services,service,00:05.9,03:30.0
2273505,1985,Male,riftvalley,9 to 12,Some Secondary,Own Business,Yes,No,FINISHED,YES,No,-,-,-,-,,00:05.9,15:30.5
2292337,1990,Male,nyanza,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,KCB,Teller or Branch transactions,8,Effectiveness,,00:05.9,10:37.7
2284332,1977,Male,nairobi,9 to 12,Some Secondary,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,10,services are excellent and prompt,"service,speed/efficiency",00:06.0,09:28.9
2267383,1993,Female,eastern,NA,NA,Student,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,8,Its reliable,speed/efficiency,00:06.0,03:10.5
2274390,1995,Male,nairobi,13 to 17,In Uni,Student,Yes,Yes,FINISHED,YES,Yes,Co-operative,ATM,9,Available in your disposal,,00:06.1,03:50.0
2304548,1980,Male,eastern,NA,NA,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.1,00:03.5
2265744,1995,Male,riftvalley,9 to 12,Completed Primary,Student,Yes,No,FINISHED,YES,Yes,KCB,ATM,9,efficient service,"service,speed/efficiency",00:06.2,50:30.0
2273048,1995,Male,riftvalley,5 to 8,Completed Secondary,Own Business,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,5,Very confinient,,00:06.2,05:30.9
2264788,1993,Female,central,NA,NA,Farm owner,Yes,NA,TIMEDOUT,-,-,-,-,-,-,,00:06.2,00:03.6
2274195,1994,Male,nyanza,9 to 12,Some University,Student,Yes,Yes,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,7,Faster service,"service,speed/efficiency",00:06.3,39:05.9
2271560,1993,Male,central,NA,NA,Own Business,Yes,NA,TIMEDOUT,-,-,-,-,-,-,,00:05.0,00:09.5
2279806,1994,Male,central,9 to 12,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,ATM,2,"5
 Their loan offers aren''t favorable",,00:05.0,03:25.3
2300075,1993,Female,nyanza,NA,NA,Other/Unemployed,Yes,NA,TIMEDOUT,-,-,-,-,-,-,,00:05.0,00:10.0
2303451,1992,Male,nyanza,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,10,Very convenient,accessibility,00:05.0,15:58.7
2303397,1996,Female,nyanza,NA,NA,Other/Unemployed,Yes,NA,TIMEDOUT,-,-,-,-,-,-,,00:05.2,00:09.2
2287319,1993,Male,eastern,5 to 8,Some Uni,Student,No,No,FINISHED,YES,Yes,KCB,ATM,3,5,,00:05.3,04:30.0
2276187,1993,Male,riftvalley,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,Yes,Equity,Teller or Branch transactions,6,Their transaction and atm replacement charges are high despite having a huge customer base,"account,atm,service",00:05.4,17:12.5
2274675,1994,Female,central,NA,NA,Other/Unemployed,NA,NA,OPTOUT,NO,-,-,-,-,-,,00:05.4,00:00.0
2270251,1992,Male,western,NA,NA,Other/Unemployed,Yes,NA,TIMEDOUT,-,-,-,-,-,-,,00:05.4,00:10.1
2281693,1992,Male,nyanza,9 to 12,Completed College,Street or Market Seller,Yes,No,TIMEDOUT,YES,Yes,-,-,-,-,,00:05.6,00:10.1
1597591,1994,Male,riftvalley,9 to 12,In Uni,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:05.6,00:10.1
2294068,1994,Female,eastern,13 to 17,Completed University,Own Business,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:05.7,00:10.1
2283960,1991,Male,riftvalley,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,No,-,-,-,-,,00:05.7,00:42.3
2286341,1994,Female,western,9 to 12,Completed University,Other/Unemployed,Yes,No,TIMEDOUT,YES,Yes,Standard Chartered,-,-,-,,00:05.7,00:11.1
2274499,1991,Female,nyanza,5 to 8,Completed Secondary,Other/Unemployed,Yes,No,TIMEDOUT,YES,Yes,Co-operative,Other,8,-,,00:05.7,00:10.2
2283599,1994,Male,riftvalley,5 to 8,Completed College,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:05.9,00:10.1
2292850,1996,Male,eastern,9 to 12,Completed College,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:05.9,00:09.9
2264672,1984,Female,nairobi,13 to 17,Completed PostGrad,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Other,Mobile banking,10,Friendly,staff,00:06.0,16:55.9
2280705,1994,Male,western,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,8,Good service and frequent update co.op innovations,"information/communication,service",00:06.1,18:17.8
2294464,1994,Male,eastern,5 to 8,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,5,The transaction was not fast as I expected,"account,speed/efficiency",00:06.1,05:53.2
2300352,1990,Female,riftvalley,9 to 12,Some Primary,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.1,00:10.0
977102,1993,Male,riftvalley,9 to 12,Completed University,Own Business,Yes,No,FINISHED,YES,Yes,Other,Customer service desk/ enquiries,7,"Efficiency
 Availability
 Credit score","accessibility,loan,speed/efficiency",00:06.1,42:37.3
2283672,1995,Female,central,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,10,"Financial safety, advanced technology use....",,00:05.8,04:50.0
2271076,1985,Male,riftvalley,9 to 12,Completed College,Skilled worker,Yes,No,FINISHED,YES,No,-,-,-,-,,00:05.8,24:59.4
2265280,1992,Female,riftvalley,9 to 12,Completed College,Own Business,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:05.8,00:14.1
2302937,1989,Male,riftvalley,9 to 12,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,Other,Teller or Branch transactions,5,It''s not popular bank in Kenya which can reach all people ..,,00:05.8,03:27.2
2275579,1993,Male,riftvalley,9 to 12,Completed Primary,Street or Market Seller,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,10,Very available,,00:05.8,10:20.3
2294112,1993,Male,central,9 to 12,Some University,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Stanbic Bank,Mobile banking,6,There aren''t many branches,facilities,00:06.1,06:26.6
2285489,1992,Male,nyanza,5 to 8,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.1,00:14.1
2285499,1993,Male,nyanza,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Co-operative,Mobile banking,9,Convenient. Saves time.despite of using my credit,"accessibility,loan,speed/efficiency",00:06.2,05:13.5
2265762,1995,Female,riftvalley,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,ATM,7,Its banking services are quite efficient,"accessibility,service,speed/efficiency",00:06.4,04:16.3
124373,1993,Male,eastern,NA,None,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:06.4,00:13.9
2272649,1994,Female,nyanza,5 to 8,Completed College,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.5,00:13.7
2264437,1989,Female,nairobi,9 to 12,Completed Secondary,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.5,00:14.2
2283670,1992,Female,nairobi,9 to 12,Completed University,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.7,00:13.9
2279216,1991,Female,nairobi,13 to 17,Completed University,Student,Yes,Yes,FINISHED,YES,Yes,Equity,ATM,8,They offer variety of services,service,00:06.8,15:12.2
2295299,1994,Female,riftvalley,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,National Bank,Bank agent/ agency banking,8,Its convenient and with low interest rates on loans,"accessibility,loan,rates/charges",00:06.8,18:50.0
389524,1992,Male,nairobi,9 to 12,Completed College,Other/Unemployed,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:05.5,00:06.0
2274341,1994,Male,riftvalley,13 to 17,Some University,Student,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,10,Very convenient,accessibility,00:05.6,47:10.4
1460389,1990,Male,NA,NA,NA,Farm owner,No,Yes,FINISHED,YES,No,-,-,-,-,,00:05.6,52:14.5
2288356,1989,Male,nyanza,9 to 12,Completed Secondary,Own Business,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:05.6,00:06.1
2277448,1994,Male,riftvalley,9 to 12,Some Uni,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,7,Somehow good,,00:05.6,30:04.6
2279744,1991,Male,nyanza,1 to 4,Completed Primary,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,9,The bank is reliable with low interest rates on loans and agents operating even in remote areas,"loan,rates/charges,speed/efficiency,staff",00:05.6,17:41.1
2279749,1992,Male,riftvalley,5 to 8,Completed University,Other/Unemployed,No,No,FINISHED,YES,Yes,Equity,ATM,9,Always reliable,speed/efficiency,00:05.8,11:40.6
2304243,1992,Female,riftvalley,NA,NA,Student,Yes,NA,FINISHED,YES,Yes,Equity,Teller or Branch transactions,1,Offers good service,service,00:05.9,54:24.5
2283902,1994,Male,riftvalley,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,Barclays,ATM,8,Good customer satisfaction,service,00:05.9,15:33.7
2284983,1994,Female,eastern,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,Diamond Trust Bank,Customer service desk/ enquiries,8,Services offered well,service,00:05.9,04:12.3
1771756,1989,Male,riftvalley,9 to 12,Completed College,Farm owner,Yes,Yes,FINISHED,YES,Yes,Co-operative,Mobile banking,10,Its convinient .. Always at hand thats mobile banking.. you dont need to go to a bank,"accessibility,mobile_banking",00:05.9,23:32.9
2298053,1994,Female,western,9 to 12,Completed College,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.1,00:05.7
2265119,1992,Male,riftvalley,13 to 17,Completed College,Own Business,Yes,No,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,10,You can withraw domestic amount any time provided you have atm card,"atm,speed/efficiency",00:06.2,00:08.7
2266363,1995,Male,western,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,ATM,4,Slow customer service and not so good mobile banking services,"accessibility,mobile_banking,service,speed/efficiency",00:06.2,04:10.0
2300203,1990,Female,nairobi,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:06.4,00:05.9
2274535,1992,Male,riftvalley,NA,NA,Skilled worker,Yes,NA,TIMEDOUT,-,-,-,-,-,-,,00:06.4,00:06.1
2272219,1994,Male,nairobi,13 to 17,NA,NA,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:06.5,00:06.2
2279225,1995,Female,eastern,5 to 8,Completed University,Street or Market Seller,Yes,No,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,8,Its convinient for its clients,accessibility,00:05.7,22:49.4
2302528,1994,Female,nyanza,9 to 12,Completed Secondary,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,00:05.7,38:15.3
2266600,1991,Female,riftvalley,9 to 12,Completed Primary,Street or Market Seller,Yes,No,FINISHED,YES,Yes,Equity,ATM,7,convinient reliable,"accessibility,speed/efficiency",00:05.7,17:55.1
2264527,1989,Male,nyanza,NA,NA,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Other,Teller or Branch transactions,10,service a good and effecient,service,00:05.7,20:42.3
2265882,1992,Female,riftvalley,9 to 12,Completed University,Other/Unemployed,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:05.7,00:05.6
2274586,1990,Male,riftvalley,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,9,Its convenient and has no unnecessary cost on some accounts.,"accessibility,account",00:06.0,20:33.8
2285449,1993,Female,nyanza,NA,NA,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Equity,ATM,9,services,service,00:06.0,59:41.2
2295793,1996,Female,riftvalley,NA,NA,Other/Unemployed,Yes,NA,TIMEDOUT,-,-,-,-,-,-,,00:06.1,00:06.0
2279627,1995,Female,central,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,8,Accessibility,accessibility,00:06.1,28:29.7
2266058,1990,Female,nairobi,13 to 17,Completed College,Own my own company,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,10,Good Customer care services as u are served on time and in a friendly manner,"service,speed/efficiency,staff",00:06.1,48:10.0
2267745,1996,Male,riftvalley,9 to 12,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.1,00:06.1
2158836,1992,Male,central,13 to 17,Completed PostGrad,Skilled worker,Yes,Yes,FINISHED,YES,Yes,KCB,Internet banking,8,The ticket system is very slow.,"speed/efficiency,system",00:06.3,09:10.0
2268981,1990,Male,coast,9 to 12,Completed College,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.3,00:05.9
2274671,1991,Female,riftvalley,5 to 8,Completed College,Other/Unemployed,No,Yes,FINISHED,YES,Yes,KCB,Mobile banking,10,Banking with KCB is okay,accessibility,00:06.4,06:22.8
2300211,1993,Male,nairobi,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,National Bank,Customer service desk/ enquiries,9,It''s the best bank I know for myself so it''s not bad for me to recommend because it serves me okey,,00:06.4,07:06.3
2266062,1994,Male,central,9 to 12,Some University,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Other,ATM,10,good customer care,service,00:06.5,01:47.4
2285484,1990,Male,riftvalley,NA,NA,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Equity,Teller or Branch transactions,8,They are nice to customers,"security,service",00:06.5,50:42.8
2302538,1969,Male,eastern,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:06.6,00:06.1
2274064,1972,Female,riftvalley,5 to 8,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,8,Its convinient and reliable,"accessibility,speed/efficiency",00:06.7,04:00.8
2283667,1996,Female,western,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,Customer service desk/ enquiries,10,Because it is fast in serving customers needs,"service,speed/efficiency",00:06.7,43:42.8
2271005,1993,Female,riftvalley,9 to 12,Completed PostGrad,Own Business,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,8,Their transactions can be done anywhere with your phone. Thou sometimes it might be slow due to network.,"account,speed/efficiency,system",00:06.8,15:20.4
2264362,1989,Male,nairobi,9 to 12,Completed Secondary,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.8,00:06.2
2300570,1992,Male,eastern,9 to 12,Completed University,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Co-operative,ATM,5,They are fast but long clues,speed/efficiency,00:06.8,04:59.0
2293787,1992,Female,nairobi,9 to 12,Completed College,Street or Market Seller,Yes,No,FINISHED,YES,Yes,Equity,Customer service desk/ enquiries,3,Slow,speed/efficiency,00:05.1,05:51.9
2270840,1995,Male,nairobi,9 to 12,Completed University,Own Business,Yes,No,FINISHED,YES,Yes,KCB,ATM,8,Good customer care,service,00:05.1,47:24.7
2270802,1992,Male,nairobi,9 to 12,Completed University,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Equity,Mobile banking,8,fast and efficient services,"service,speed/efficiency",00:05.1,06:10.0
1806892,1997,Female,riftvalley,5 to 8,NA,Non-skilled worker,Yes,No,FINISHED,YES,Yes,KCB,Customer service desk/ enquiries,7,best services,service,00:05.3,05:14.5
2289394,1994,Female,riftvalley,NA,NA,Skilled worker,Yes,NA,FINISHED,YES,Yes,KCB,ATM,10,Its easily accessible,accessibility,00:05.4,13:24.2
2273661,1992,Male,nyanza,13 to 17,Completed University,Skilled worker,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,9,Their services are convince,service,00:05.4,03:32.2
2248109,1994,Female,nairobi,5 to 8,Completed College,Skilled worker,No,No,FINISHED,YES,Yes,I&M,Customer service desk/ enquiries,10,They are saving customers faster,"service,speed/efficiency",00:05.4,07:34.9
2264625,1995,Male,nairobi,9 to 12,Some University,Student,Yes,Yes,FINISHED,YES,Yes,Co-operative,ATM,8,Fast transactions,"account,speed/efficiency",00:05.4,37:20.2
2265833,1993,Male,riftvalley,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,2,Very insecure. Likely to lose money,,00:05.4,48:21.0
2274526,1993,Female,nairobi,NA,Completed Secondary,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:05.5,00:08.0
2270121,1972,Female,riftvalley,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Barclays,Teller or Branch transactions,9,Good services and very friendly employees,"service,staff",00:05.6,21:35.9
2297251,1992,Male,central,9 to 12,Completed Uni,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,ATM,10,Best security,security,00:05.6,10:40.3
2273748,1993,Female,nyanza,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,No,-,-,-,-,,00:05.7,20:10.0
2272720,1991,Female,coast,9 to 12,Completed University,Street or Market Seller,Yes,Yes,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,1,5,,00:05.7,02:50.0
2266055,1994,Female,riftvalley,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,National Bank,Mobile banking,7,NBK services are convenient and safe,"accessibility,security,service",00:05.8,58:49.0
2283587,1991,Female,riftvalley,5 to 8,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,7,Some teller''s aren''t friendly,staff,00:05.8,11:00.5
2302515,1995,Female,riftvalley,5 to 8,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:05.8,00:08.0
2304356,1988,Female,riftvalley,5 to 8,Completed Secondary,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,9,Services faster,"service,speed/efficiency",00:05.8,41:32.4
2293537,1995,Male,nyanza,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,9,It is fast and efficient,speed/efficiency,00:05.8,22:09.3
2304835,1994,Male,nyanza,13 to 17,Completed Uni,Street / Market Seller,Yes,Yes,FINISHED,YES,Yes,Barclays,Teller or Branch transactions,9,"I love their transparency, accountability and responsiveness.",,00:06.0,48:06.6
2293486,1983,Male,central,9 to 12,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Call centre,8,good service,service,00:06.1,04:00.8
2280055,1995,Male,NA,NA,NA,Skilled worker,NA,NA,FINISHED,YES,Yes,Equity,Teller or Branch transactions,3,Easy and always available,speed/efficiency,00:06.1,09:17.5
2303486,1993,Male,western,9 to 12,Completed University,Student,Yes,Yes,FINISHED,YES,Yes,KCB,ATM,9,It is fast,speed/efficiency,00:06.1,28:20.4
2272881,1995,Male,western,9 to 12,Some University,Other/Unemployed,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:06.1,00:07.4
2270581,1993,Male,riftvalley,9 to 12,Completed University,Student,Yes,Yes,FINISHED,YES,Yes,Equity,Mobile banking,8,it''s great,,00:05.7,03:58.7
2283757,2000,Male,riftvalley,NA,NA,Student,No,NA,TIMEDOUT,-,-,-,-,-,-,,00:05.7,00:02.6
